0	0
2.253627079	0.020985634
2.298921076	0.022191481
2.660105112	0.033387972
3.067843483	0.049629598
3.5498331	0.074134694
4.107548221	0.110019366
4.73714929	0.160306134
5.481403939	0.232318991
6.3215883	0.327201616
7.314774538	0.45101864
8.464000501	0.596445915
9.761354416	0.743408048
11.29496312	0.872334429
13.02624429	0.954291577
15.02289457	0.990197839
17.4408919	0.999145438
20.11421515	0.999974843
23.27436427	0.99999989
26.93100516	1
31.05896391	1
35.70105337	1
41.31005433	1
47.80028677	1
55.31020117	1
64	1
74.05505519	1
85.40614333	1
98.49711542	1
